,Game,Country,AverageRating
6475,Star Wars: X-Wing Miniatures Game,England,9.0
6476,Star Wars: X-Wing Miniatures Game,Finland,6.91
6477,Star Wars: X-Wing Miniatures Game,France,7.44
6478,Star Wars: X-Wing Miniatures Game,Germany,8.04
6479,Star Wars: X-Wing Miniatures Game,Greece,8.86
6480,Star Wars: X-Wing Miniatures Game,Guatemala,9.0
6481,Star Wars: X-Wing Miniatures Game,Hungary,6.4
6482,Star Wars: X-Wing Miniatures Game,Iceland,9.0
6483,Star Wars: X-Wing Miniatures Game,Indonesia,9.0
6484,Star Wars: X-Wing Miniatures Game,Ireland,8.4
6485,Star Wars: X-Wing Miniatures Game,Israel,5.4
6486,Star Wars: X-Wing Miniatures Game,Italy,7.18
6487,Star Wars: X-Wing Miniatures Game,Japan,6.0
6488,Star Wars: X-Wing Miniatures Game,Latvia,8.0
6489,Star Wars: X-Wing Miniatures Game,Lithuania,7.67
6490,Star Wars: X-Wing Miniatures Game,Luxembourg,8.0
6491,Star Wars: X-Wing Miniatures Game,Malaysia,9.1
6492,Star Wars: X-Wing Miniatures Game,Mexico,7.83
6493,Star Wars: X-Wing Miniatures Game,Netherlands,8.55
6494,Star Wars: X-Wing Miniatures Game,New Zealand,7.23
6495,Star Wars: X-Wing Miniatures Game,Norway,7.7
6496,Star Wars: X-Wing Miniatures Game,Philippines,10.0
6497,Star Wars: X-Wing Miniatures Game,Poland,7.78
6498,Star Wars: X-Wing Miniatures Game,Portugal,7.83
6499,Star Wars: X-Wing Miniatures Game,Romania,8.0
6500,Star Wars: X-Wing Miniatures Game,Russia,7.5
6501,Star Wars: X-Wing Miniatures Game,Saudi Arabia,9.0
6502,Star Wars: X-Wing Miniatures Game,Republic of Serbia,6.9
6503,Star Wars: X-Wing Miniatures Game,Slovenia,10.0
6504,Star Wars: X-Wing Miniatures Game,South Africa,7.75
6505,Star Wars: X-Wing Miniatures Game,South Korea,7.42
6506,Star Wars: X-Wing Miniatures Game,Spain,8.09
6507,Star Wars: X-Wing Miniatures Game,Sweden,6.81
6508,Star Wars: X-Wing Miniatures Game,Switzerland,6.38
6509,Star Wars: X-Wing Miniatures Game,Taiwan,7.67
6510,Star Wars: X-Wing Miniatures Game,Thailand,8.5
6511,Star Wars: X-Wing Miniatures Game,Turkey,9.0
6512,Star Wars: X-Wing Miniatures Game,Ukraine,7.25
6513,Star Wars: X-Wing Miniatures Game,USA,8.05
6514,Star Wars: X-Wing Miniatures Game,Uruguay,8.0
6515,Star Wars: X-Wing Miniatures Game,Vietnam,2.5
6516,Stone Age,Argentina,8.22
6517,Stone Age,Australia,7.84
6518,Stone Age,Austria,8.74
6519,Stone Age,Azerbaijan,7.0
6520,Stone Age,Belarus,9.0
6521,Stone Age,Belgium,8.02
6522,Stone Age,Brazil,8.51
6523,Stone Age,Brunei,8.0
6524,Stone Age,Bulgaria,8.79
6525,Stone Age,Canada,8.12
6526,Stone Age,Chile,8.57
6527,Stone Age,China,8.02
6528,Stone Age,Colombia,7.88
6529,Stone Age,Croatia,7.25
6530,Stone Age,Czech Republic,8.21
6531,Stone Age,Denmark,8.21
6532,Stone Age,Ecuador,9.0
6533,Stone Age,England,8.28
6534,Stone Age,Estonia,6.4
6535,Stone Age,Finland,7.95
6536,Stone Age,France,8.32
6537,Stone Age,Germany,8.1
6538,Stone Age,Greece,8.4
6539,Stone Age,Guatemala,9.0
6540,Stone Age,Honduras,8.6
6541,Stone Age,Hungary,8.83
6542,Stone Age,Iceland,8.5
6543,Stone Age,India,8.2
6544,Stone Age,Indonesia,8.0
6545,Stone Age,Iran,10.0
6546,Stone Age,Ireland,7.94
6547,Stone Age,Israel,8.38
6548,Stone Age,Italy,7.98
6549,Stone Age,Japan,7.12
6550,Stone Age,Kenya,8.0
6551,Stone Age,Latvia,8.5
6552,Stone Age,Lithuania,7.8
6553,Stone Age,Luxembourg,7.27
6554,Stone Age,Malaysia,7.99
6555,Stone Age,Mexico,9.06
6556,Stone Age,Moldova,9.5
6557,Stone Age,Netherlands,7.96
6558,Stone Age,New Zealand,7.68
6559,Stone Age,Norway,8.09
6560,Stone Age,Paraguay,8.0
6561,Stone Age,Peru,7.63
6562,Stone Age,Philippines,8.08
6563,Stone Age,Poland,8.27
6564,Stone Age,Portugal,8.46
6565,Stone Age,Qatar,7.6
6566,Stone Age,Romania,8.78
6567,Stone Age,Russia,7.84
6568,Stone Age,Republic of Serbia,8.25
6569,Stone Age,Slovakia,8.61
6570,Stone Age,Slovenia,9.1
6571,Stone Age,South Africa,8.5
6572,Stone Age,South Korea,7.92
6573,Stone Age,Spain,8.34
6574,Stone Age,Sri Lanka,7.0
6575,Stone Age,Sweden,7.64
6576,Stone Age,Switzerland,8.13
6577,Stone Age,Taiwan,8.33
6578,Stone Age,Thailand,7.16
6579,Stone Age,Ukraine,8.65
6580,Stone Age,USA,8.08
6581,Stone Age,Uruguay,9.0
6582,Stone Age,Venezuela,10.0
6583,Stone Age,Vietnam,7.42
6584,Stratego,Argentina,5.83
6585,Stratego,Australia,6.22
6586,Stratego,Austria,7.0
6587,Stratego,The Bahamas,7.0
6588,Stratego,Belgium,5.63
6589,Stratego,Bolivia,7.0
6590,Stratego,Brazil,6.07
6591,Stratego,Bulgaria,7.0
6592,Stratego,Canada,6.39
6593,Stratego,Chile,5.38
6594,Stratego,Colombia,7.75
6595,Stratego,Czech Republic,5.47
6596,Stratego,Denmark,4.71
6597,Stratego,England,6.0
6598,Stratego,Estonia,5.0
6599,Stratego,Finland,6.13
6600,Stratego,France,5.58
6601,Stratego,Germany,6.24
6602,Stratego,Greece,6.94
6603,Stratego,Guatemala,8.0
6604,Stratego,Hungary,7.47
6605,Stratego,India,6.2
6606,Stratego,Ireland,7.1
6607,Stratego,Israel,6.17
6608,Stratego,Italy,6.6
6609,Stratego,Latvia,7.0
6610,Stratego,Lithuania,6.0
6611,Stratego,Mexico,6.82
6612,Stratego,Netherlands,6.42
6613,Stratego,New Zealand,6.26
6614,Stratego,Norway,5.56
6615,Stratego,Peru,8.0
6616,Stratego,Poland,6.41
6617,Stratego,Portugal,6.6
6618,Stratego,Qatar,8.0
6619,Stratego,Russia,6.0
6620,Stratego,Republic of Serbia,7.75
6621,Stratego,Slovenia,4.0
6622,Stratego,South Africa,7.0
6623,Stratego,South Korea,6.57
6624,Stratego,Spain,7.2
6625,Stratego,Sweden,6.14
6626,Stratego,Switzerland,6.32
6627,Stratego,USA,6.26
6628,Suburbia,Argentina,7.56
6629,Suburbia,Australia,7.66
6630,Suburbia,Austria,7.33
6631,Suburbia,Belarus,7.0
6632,Suburbia,Belgium,8.07
6633,Suburbia,Brazil,8.66
6634,Suburbia,Bulgaria,8.0
6635,Suburbia,Canada,8.06
6636,Suburbia,Chile,7.2
6637,Suburbia,China,7.38
6638,Suburbia,Czech Republic,7.0
6639,Suburbia,Denmark,6.6
6640,Suburbia,England,7.57
6641,Suburbia,Estonia,8.5
6642,Suburbia,Finland,8.43
6643,Suburbia,France,7.61
6644,Suburbia,Germany,7.5
6645,Suburbia,Greece,8.21
6646,Suburbia,Hungary,8.75
6647,Suburbia,Iceland,8.5
6648,Suburbia,India,9.5
6649,Suburbia,Indonesia,6.5
6650,Suburbia,Ireland,8.08
6651,Suburbia,Israel,7.67
6652,Suburbia,Italy,7.14
6653,Suburbia,Japan,6.17
6654,Suburbia,Latvia,7.25
6655,Suburbia,Lithuania,7.0
6656,Suburbia,Malaysia,8.5
6657,Suburbia,Mexico,8.17
6658,Suburbia,Netherlands,7.76
6659,Suburbia,New Zealand,6.75
6660,Suburbia,Norway,7.72
6661,Suburbia,Philippines,8.18
6662,Suburbia,Poland,7.74
6663,Suburbia,Portugal,8.8
6664,Suburbia,Qatar,7.2
6665,Suburbia,Romania,8.57
6666,Suburbia,Russia,7.5
6667,Suburbia,Republic of Serbia,7.0
6668,Suburbia,Slovakia,6.0
6669,Suburbia,South Africa,9.5
6670,Suburbia,South Korea,7.33
6671,Suburbia,Spain,7.71
6672,Suburbia,Sweden,7.28
6673,Suburbia,Switzerland,7.5
6674,Suburbia,Taiwan,7.71
6675,Suburbia,Thailand,9.0
6676,Suburbia,Ukraine,8.0
6677,Suburbia,USA,7.84
6678,Suburbia,Venezuela,7.5
6679,Suburbia,Vietnam,7.77
6680,Survive: Escape from Atlantis!,Argentina,7.68
6681,Survive: Escape from Atlantis!,Australia,7.76
6682,Survive: Escape from Atlantis!,Austria,6.0
6683,Survive: Escape from Atlantis!,Belarus,8.0
6684,Survive: Escape from Atlantis!,Belgium,8.38
6685,Survive: Escape from Atlantis!,Brazil,8.0
6686,Survive: Escape from Atlantis!,Bulgaria,10.0
6687,Survive: Escape from Atlantis!,Canada,7.79
6688,Survive: Escape from Atlantis!,Chile,7.88
6689,Survive: Escape from Atlantis!,China,7.15
6690,Survive: Escape from Atlantis!,Colombia,8.13
6691,Survive: Escape from Atlantis!,Croatia,8.0
6692,Survive: Escape from Atlantis!,Czech Republic,7.0
6693,Survive: Escape from Atlantis!,Denmark,8.0
6694,Survive: Escape from Atlantis!,England,7.0
6695,Survive: Escape from Atlantis!,Finland,6.67
6696,Survive: Escape from Atlantis!,France,8.03
6697,Survive: Escape from Atlantis!,Germany,6.49
6698,Survive: Escape from Atlantis!,Greece,7.36
6699,Survive: Escape from Atlantis!,Honduras,8.3
6700,Survive: Escape from Atlantis!,Hungary,5.0
6701,Survive: Escape from Atlantis!,Indonesia,8.33
6702,Survive: Escape from Atlantis!,Ireland,8.33
6703,Survive: Escape from Atlantis!,Israel,8.17
6704,Survive: Escape from Atlantis!,Italy,7.37
6705,Survive: Escape from Atlantis!,Japan,6.93
6706,Survive: Escape from Atlantis!,Latvia,6.33
6707,Survive: Escape from Atlantis!,Lithuania,8.0
6708,Survive: Escape from Atlantis!,Luxembourg,8.05
6709,Survive: Escape from Atlantis!,Malaysia,7.83
6710,Survive: Escape from Atlantis!,Mexico,8.45
6711,Survive: Escape from Atlantis!,Netherlands,7.07
6712,Survive: Escape from Atlantis!,New Zealand,8.18
6713,Survive: Escape from Atlantis!,Norway,6.8
6714,Survive: Escape from Atlantis!,Peru,7.0
6715,Survive: Escape from Atlantis!,Philippines,8.0
6716,Survive: Escape from Atlantis!,Poland,8.67
6717,Survive: Escape from Atlantis!,Portugal,7.75
6718,Survive: Escape from Atlantis!,Romania,8.33
6719,Survive: Escape from Atlantis!,Russia,7.33
6720,Survive: Escape from Atlantis!,Saudi Arabia,7.5
6721,Survive: Escape from Atlantis!,Slovakia,10.0
6722,Survive: Escape from Atlantis!,South Africa,8.0
6723,Survive: Escape from Atlantis!,South Korea,7.45
6724,Survive: Escape from Atlantis!,Spain,7.97
6725,Survive: Escape from Atlantis!,Sweden,7.55
6726,Survive: Escape from Atlantis!,Switzerland,7.0
6727,Survive: Escape from Atlantis!,Taiwan,8.16
6728,Survive: Escape from Atlantis!,Thailand,7.08
6729,Survive: Escape from Atlantis!,Ukraine,8.33
6730,Survive: Escape from Atlantis!,USA,7.55
6731,Survive: Escape from Atlantis!,Uruguay,9.0
6732,Survive: Escape from Atlantis!,Venezuela,8.0
6733,Survive: Escape from Atlantis!,Vietnam,5.0
6734,Sushi Go!,Argentina,7.55
6735,Sushi Go!,Australia,7.43
6736,Sushi Go!,Austria,7.64
6737,Sushi Go!,Belarus,6.0
6738,Sushi Go!,Belgium,5.75
6739,Sushi Go!,Brazil,7.94
6740,Sushi Go!,Bulgaria,9.5
6741,Sushi Go!,Canada,7.45
6742,Sushi Go!,Chile,5.96
6743,Sushi Go!,China,7.13
6744,Sushi Go!,Colombia,7.17
6745,Sushi Go!,Czech Republic,8.0
6746,Sushi Go!,Denmark,6.92
6747,Sushi Go!,England,8.2
6748,Sushi Go!,Finland,7.5
6749,Sushi Go!,France,7.41
6750,Sushi Go!,Germany,7.21
6751,Sushi Go!,Greece,6.93
6752,Sushi Go!,Hungary,7.2
6753,Sushi Go!,Iceland,8.0
6754,Sushi Go!,India,7.83
6755,Sushi Go!,Indonesia,10.0
6756,Sushi Go!,Iran,5.0
6757,Sushi Go!,Ireland,8.48
6758,Sushi Go!,Israel,7.26
6759,Sushi Go!,Italy,7.49
6760,Sushi Go!,Japan,6.25
6761,Sushi Go!,Latvia,6.67
6762,Sushi Go!,Lithuania,7.5
6763,Sushi Go!,Luxembourg,9.0
6764,Sushi Go!,Malaysia,7.75
6765,Sushi Go!,Mexico,7.73
6766,Sushi Go!,Netherlands,7.09
6767,Sushi Go!,New Zealand,6.94
6768,Sushi Go!,Norway,6.63
6769,Sushi Go!,Peru,8.0
6770,Sushi Go!,Philippines,7.37
6771,Sushi Go!,Poland,7.09
6772,Sushi Go!,Portugal,7.53
6773,Sushi Go!,Romania,8.48
6774,Sushi Go!,Russia,7.5
6775,Sushi Go!,Republic of Serbia,7.3
6776,Sushi Go!,Slovakia,10.0
6777,Sushi Go!,Slovenia,8.0
6778,Sushi Go!,South Africa,7.92
6779,Sushi Go!,South Korea,7.42
6780,Sushi Go!,Spain,7.41
6781,Sushi Go!,Sweden,6.59
6782,Sushi Go!,Switzerland,6.63
6783,Sushi Go!,Taiwan,7.59
6784,Sushi Go!,Thailand,7.4
6785,Sushi Go!,Turkey,7.5
6786,Sushi Go!,Uganda,7.0
6787,Sushi Go!,Ukraine,6.0
6788,Sushi Go!,USA,7.49
6789,Sushi Go!,Uruguay,8.75
6790,Sushi Go!,Venezuela,7.0
6791,Sushi Go!,Vietnam,7.25
6792,Taboo,Argentina,6.33
6793,Taboo,Australia,6.56
6794,Taboo,Austria,5.42
6795,Taboo,Belgium,5.83
6796,Taboo,Brazil,7.75
6797,Taboo,Brunei,8.0
6798,Taboo,Bulgaria,5.75
6799,Taboo,Canada,6.47
6800,Taboo,Chile,7.0
6801,Taboo,China,8.0
6802,Taboo,Croatia,5.4
6803,Taboo,Denmark,5.5
6804,Taboo,Finland,6.03
6805,Taboo,France,6.63
6806,Taboo,Germany,6.73
6807,Taboo,Greece,6.68
6808,Taboo,Hungary,6.25
6809,Taboo,India,8.0
6810,Taboo,Ireland,5.5
6811,Taboo,Israel,8.0
6812,Taboo,Italy,6.65
6813,Taboo,Japan,6.67
6814,Taboo,Malaysia,5.0
6815,Taboo,Mexico,8.0
6816,Taboo,Netherlands,6.75
6817,Taboo,New Zealand,5.5
6818,Taboo,Norway,6.0
6819,Taboo,Paraguay,6.0
6820,Taboo,Peru,6.0
6821,Taboo,Philippines,5.5
6822,Taboo,Poland,7.13
6823,Taboo,Portugal,6.76
6824,Taboo,Qatar,7.4
6825,Taboo,Russia,6.5
6826,Taboo,Slovenia,7.0
6827,Taboo,South Africa,6.0
6828,Taboo,South Korea,10.0
6829,Taboo,Spain,6.08
6830,Taboo,Sweden,7.8
6831,Taboo,Switzerland,7.5
6832,Taboo,Turkey,7.0
6833,Taboo,USA,6.45
6834,Taboo,Venezuela,8.0
6835,Takenoko,Argentina,7.93
6836,Takenoko,Australia,7.51
6837,Takenoko,Austria,8.0
6838,Takenoko,Belarus,4.0
6839,Takenoko,Belgium,7.89
6840,Takenoko,Brazil,8.12
6841,Takenoko,Bulgaria,8.0
6842,Takenoko,Canada,7.8
6843,Takenoko,Chile,7.37
6844,Takenoko,China,7.46
6845,Takenoko,Colombia,9.0
6846,Takenoko,Croatia,7.73
6847,Takenoko,Czech Republic,7.22
6848,Takenoko,Denmark,7.64
6849,Takenoko,England,7.69
6850,Takenoko,Estonia,7.5
6851,Takenoko,Finland,7.37
6852,Takenoko,France,7.18
6853,Takenoko,Germany,7.69
6854,Takenoko,Greece,7.9
6855,Takenoko,Guatemala,8.0
6856,Takenoko,Hungary,8.06
6857,Takenoko,Iceland,7.0
6858,Takenoko,India,8.17
6859,Takenoko,Indonesia,8.0
6860,Takenoko,Ireland,7.88
6861,Takenoko,Israel,7.42
6862,Takenoko,Italy,7.5
6863,Takenoko,Japan,6.31
6864,Takenoko,Latvia,7.5
6865,Takenoko,Lithuania,8.88
6866,Takenoko,Luxembourg,8.0
6867,Takenoko,Macedonia,8.33
6868,Takenoko,Malaysia,8.3
6869,Takenoko,Mexico,7.59
6870,Takenoko,Moldova,10.0
6871,Takenoko,Netherlands,7.28
6872,Takenoko,New Zealand,7.42
6873,Takenoko,Norway,6.74
6874,Takenoko,Peru,9.0
6875,Takenoko,Philippines,8.7
6876,Takenoko,Poland,7.7
6877,Takenoko,Portugal,8.27
6878,Takenoko,Qatar,6.8
6879,Takenoko,Romania,7.73
6880,Takenoko,Russia,8.33
6881,Takenoko,Republic of Serbia,6.83
6882,Takenoko,Slovakia,8.07
6883,Takenoko,Slovenia,9.0
6884,Takenoko,South Africa,8.6
6885,Takenoko,South Korea,6.75
6886,Takenoko,Spain,7.91
6887,Takenoko,Sweden,7.08
6888,Takenoko,Switzerland,7.6
6889,Takenoko,Taiwan,7.75
6890,Takenoko,Thailand,7.31
6891,Takenoko,Uganda,6.0
6892,Takenoko,Ukraine,8.63
6893,Takenoko,USA,7.61
6894,Takenoko,Uruguay,8.5
6895,Takenoko,Vietnam,7.1
6896,Terra Mystica,Argentina,8.39
6897,Terra Mystica,Australia,8.29
6898,Terra Mystica,Austria,8.5
6899,Terra Mystica,Azerbaijan,8.0
6900,Terra Mystica,Belarus,9.0
6901,Terra Mystica,Belgium,8.42
6902,Terra Mystica,Brazil,9.2
6903,Terra Mystica,Bulgaria,7.0
6904,Terra Mystica,Canada,8.44
6905,Terra Mystica,Chile,7.5
6906,Terra Mystica,China,8.55
6907,Terra Mystica,Colombia,9.64
6908,Terra Mystica,Croatia,9.07
6909,Terra Mystica,Czech Republic,9.19
6910,Terra Mystica,Denmark,8.11
6911,Terra Mystica,Ecuador,9.0
6912,Terra Mystica,England,8.34
6913,Terra Mystica,Estonia,8.6
6914,Terra Mystica,Finland,8.57
6915,Terra Mystica,France,8.63
6916,Terra Mystica,Germany,8.68
6917,Terra Mystica,Greece,8.86
6918,Terra Mystica,Honduras,8.8
6919,Terra Mystica,Hungary,8.36
6920,Terra Mystica,Iceland,8.0
6921,Terra Mystica,India,8.25
6922,Terra Mystica,Indonesia,10.0
6923,Terra Mystica,Ireland,8.0
6924,Terra Mystica,Israel,8.34
6925,Terra Mystica,Italy,8.62
6926,Terra Mystica,Japan,8.05
6927,Terra Mystica,Latvia,8.63
6928,Terra Mystica,Lebanon,9.0
6929,Terra Mystica,Lithuania,9.13
6930,Terra Mystica,Malaysia,9.0
6931,Terra Mystica,Mexico,8.88
6932,Terra Mystica,Netherlands,8.33
6933,Terra Mystica,New Zealand,8.18
6934,Terra Mystica,Norway,8.69
6935,Terra Mystica,Philippines,7.5
6936,Terra Mystica,Poland,8.47
6937,Terra Mystica,Portugal,7.99
6938,Terra Mystica,Qatar,7.2
6939,Terra Mystica,Romania,8.5
6940,Terra Mystica,Russia,7.94
6941,Terra Mystica,Republic of Serbia,9.23
6942,Terra Mystica,Slovakia,9.6
6943,Terra Mystica,Slovenia,9.5
6944,Terra Mystica,South Africa,9.0
6945,Terra Mystica,South Korea,8.48
6946,Terra Mystica,Spain,8.42
6947,Terra Mystica,Sweden,8.0
6948,Terra Mystica,Switzerland,7.35
6949,Terra Mystica,Taiwan,9.05
6950,Terra Mystica,Thailand,8.64
6951,Terra Mystica,Turkey,8.5
6952,Terra Mystica,Ukraine,7.71
6953,Terra Mystica,USA,8.23
6954,Terra Mystica,Venezuela,8.0
6955,Terra Mystica,Vietnam,7.5
6956,Terraforming Mars,Argentina,8.83
6957,Terraforming Mars,Australia,8.06
6958,Terraforming Mars,Austria,8.5
6959,Terraforming Mars,Belarus,10.0
6960,Terraforming Mars,Belgium,8.36
6961,Terraforming Mars,Bolivia,5.25
6962,Terraforming Mars,Brazil,8.97
6963,Terraforming Mars,Bulgaria,9.0
6964,Terraforming Mars,Canada,8.66
6965,Terraforming Mars,Chile,8.48
6966,Terraforming Mars,China,8.85
6967,Terraforming Mars,Colombia,8.71
6968,Terraforming Mars,Croatia,8.8
6969,Terraforming Mars,Czech Republic,8.95
6970,Terraforming Mars,Denmark,8.58
6971,Terraforming Mars,England,8.13
6972,Terraforming Mars,Estonia,9.53
6973,Terraforming Mars,Finland,8.05
6974,Terraforming Mars,France,8.87
6975,Terraforming Mars,Germany,8.64
6976,Terraforming Mars,Greece,8.96
6977,Terraforming Mars,Guatemala,10.0
6978,Terraforming Mars,Hungary,8.87
6979,Terraforming Mars,Iceland,8.5
6980,Terraforming Mars,India,9.25
6981,Terraforming Mars,Indonesia,10.0
6982,Terraforming Mars,Ireland,8.92
6983,Terraforming Mars,Israel,8.95
6984,Terraforming Mars,Italy,8.38
6985,Terraforming Mars,Japan,8.88
6986,Terraforming Mars,Latvia,9.1
6987,Terraforming Mars,Lebanon,10.0
6988,Terraforming Mars,Lithuania,8.43
6989,Terraforming Mars,Luxembourg,6.67
6990,Terraforming Mars,Malaysia,10.0
6991,Terraforming Mars,Mexico,8.95
6992,Terraforming Mars,Netherlands,8.21
6993,Terraforming Mars,New Zealand,8.53
6994,Terraforming Mars,Norway,7.92
6995,Terraforming Mars,Paraguay,9.0
6996,Terraforming Mars,Peru,8.5
6997,Terraforming Mars,Philippines,8.4
6998,Terraforming Mars,Poland,8.89
6999,Terraforming Mars,Portugal,8.08
7000,Terraforming Mars,Qatar,7.8
7001,Terraforming Mars,Romania,8.74
7002,Terraforming Mars,Russia,8.32
7003,Terraforming Mars,Republic of Serbia,9.1
7004,Terraforming Mars,Slovakia,9.85
7005,Terraforming Mars,Slovenia,9.0
7006,Terraforming Mars,South Africa,8.0
7007,Terraforming Mars,South Korea,8.49
7008,Terraforming Mars,Spain,8.81
7009,Terraforming Mars,Sweden,7.82
7010,Terraforming Mars,Switzerland,8.63
7011,Terraforming Mars,Taiwan,8.24
7012,Terraforming Mars,Thailand,8.7
7013,Terraforming Mars,Ukraine,8.17
7014,Terraforming Mars,USA,8.51
7015,Terraforming Mars,Uruguay,9.0
7016,Terraforming Mars,Venezuela,8.0
7017,The Castles of Burgundy,Argentina,8.63
7018,The Castles of Burgundy,Australia,8.26
7019,The Castles of Burgundy,Austria,9.17
7020,The Castles of Burgundy,Belarus,8.0
7021,The Castles of Burgundy,Belgium,8.27
7022,The Castles of Burgundy,Bolivia,9.0
7023,The Castles of Burgundy,Brazil,8.68
7024,The Castles of Burgundy,Bulgaria,9.6
7025,The Castles of Burgundy,Canada,8.28
7026,The Castles of Burgundy,Chile,8.44
7027,The Castles of Burgundy,China,8.79
7028,The Castles of Burgundy,Colombia,8.5
7029,The Castles of Burgundy,Croatia,8.2
7030,The Castles of Burgundy,Czech Republic,8.3
7031,The Castles of Burgundy,Denmark,8.24
7032,The Castles of Burgundy,Ecuador,9.0
7033,The Castles of Burgundy,England,8.46
7034,The Castles of Burgundy,Estonia,9.35
7035,The Castles of Burgundy,Finland,7.95
7036,The Castles of Burgundy,France,8.53
7037,The Castles of Burgundy,Germany,8.27
7038,The Castles of Burgundy,Greece,8.65
7039,The Castles of Burgundy,Guatemala,8.0
7040,The Castles of Burgundy,Honduras,8.1
7041,The Castles of Burgundy,Hungary,8.29
7042,The Castles of Burgundy,Iceland,9.5
7043,The Castles of Burgundy,India,8.83
7044,The Castles of Burgundy,Indonesia,9.0
7045,The Castles of Burgundy,Iran,9.0
7046,The Castles of Burgundy,Ireland,8.58
7047,The Castles of Burgundy,Israel,8.85
7048,The Castles of Burgundy,Italy,8.23
7049,The Castles of Burgundy,Japan,7.55
7050,The Castles of Burgundy,Kenya,8.0
7051,The Castles of Burgundy,Latvia,8.81
7052,The Castles of Burgundy,Lithuania,6.83
7053,The Castles of Burgundy,Luxembourg,6.83
7054,The Castles of Burgundy,Malaysia,8.83
7055,The Castles of Burgundy,Mexico,9.24
7056,The Castles of Burgundy,Netherlands,8.15
7057,The Castles of Burgundy,New Zealand,8.01
7058,The Castles of Burgundy,Norway,8.49
7059,The Castles of Burgundy,Peru,7.0
7060,The Castles of Burgundy,Philippines,8.08
7061,The Castles of Burgundy,Poland,8.73
7062,The Castles of Burgundy,Portugal,8.42
7063,The Castles of Burgundy,Qatar,9.0
7064,The Castles of Burgundy,Romania,8.99
7065,The Castles of Burgundy,Russia,9.02
7066,The Castles of Burgundy,Republic of Serbia,9.5
7067,The Castles of Burgundy,Slovakia,6.5
7068,The Castles of Burgundy,Slovenia,8.0
7069,The Castles of Burgundy,South Africa,8.5
7070,The Castles of Burgundy,South Korea,8.35
7071,The Castles of Burgundy,Spain,8.59
7072,The Castles of Burgundy,Sweden,7.86
7073,The Castles of Burgundy,Switzerland,7.45
7074,The Castles of Burgundy,Taiwan,8.7
7075,The Castles of Burgundy,Thailand,9.13
7076,The Castles of Burgundy,Ukraine,9.5
7077,The Castles of Burgundy,USA,8.38
7078,The Castles of Burgundy,Venezuela,9.5
7079,The Castles of Burgundy,Vietnam,10.0
7080,The Pillars of the Earth,Argentina,7.58
7081,The Pillars of the Earth,Australia,7.43
7082,The Pillars of the Earth,Austria,7.85
7083,The Pillars of the Earth,Belgium,7.92
7084,The Pillars of the Earth,Bolivia,9.0
7085,The Pillars of the Earth,Brazil,8.04
7086,The Pillars of the Earth,Canada,7.77
7087,The Pillars of the Earth,Chile,8.21
7088,The Pillars of the Earth,China,8.78
7089,The Pillars of the Earth,Colombia,8.0
7090,The Pillars of the Earth,Croatia,7.5
7091,The Pillars of the Earth,Czech Republic,7.29
7092,The Pillars of the Earth,Denmark,7.0
7093,The Pillars of the Earth,England,8.0
7094,The Pillars of the Earth,Estonia,7.0
7095,The Pillars of the Earth,Finland,6.78
7096,The Pillars of the Earth,France,7.14
7097,The Pillars of the Earth,Germany,7.86
7098,The Pillars of the Earth,Greece,7.52
7099,The Pillars of the Earth,Guatemala,10.0
7100,The Pillars of the Earth,Hungary,8.75
7101,The Pillars of the Earth,Iceland,8.0
7102,The Pillars of the Earth,India,8.0
7103,The Pillars of the Earth,Indonesia,7.5
7104,The Pillars of the Earth,Ireland,8.56
7105,The Pillars of the Earth,Israel,7.8
7106,The Pillars of the Earth,Italy,7.42
7107,The Pillars of the Earth,Japan,6.79
7108,The Pillars of the Earth,Latvia,8.25
7109,The Pillars of the Earth,Lithuania,6.3
7110,The Pillars of the Earth,Luxembourg,9.5
7111,The Pillars of the Earth,Malaysia,4.25
7112,The Pillars of the Earth,Mexico,8.21
7113,The Pillars of the Earth,Netherlands,7.54
7114,The Pillars of the Earth,New Zealand,7.03
7115,The Pillars of the Earth,Norway,8.08
7116,The Pillars of the Earth,Peru,8.5
7117,The Pillars of the Earth,Philippines,6.0
7118,The Pillars of the Earth,Poland,7.59
7119,The Pillars of the Earth,Portugal,7.06
7120,The Pillars of the Earth,Romania,8.94
7121,The Pillars of the Earth,Republic of Serbia,8.5
7122,The Pillars of the Earth,Slovakia,7.0
7123,The Pillars of the Earth,Slovenia,9.0
7124,The Pillars of the Earth,South Africa,7.38
7125,The Pillars of the Earth,South Korea,7.58
7126,The Pillars of the Earth,Spain,7.57
7127,The Pillars of the Earth,Sweden,7.6
7128,The Pillars of the Earth,Switzerland,7.5
7129,The Pillars of the Earth,Taiwan,7.95
7130,The Pillars of the Earth,Thailand,7.5
7131,The Pillars of the Earth,Trinidad and Tobago,9.0
7132,The Pillars of the Earth,Ukraine,7.0
7133,The Pillars of the Earth,USA,7.53
7134,The Pillars of the Earth,Uruguay,9.2
7135,The Pillars of the Earth,Venezuela,7.5
7136,The Princes of Florence,Argentina,7.6
7137,The Princes of Florence,Australia,7.48
7138,The Princes of Florence,Austria,8.42
7139,The Princes of Florence,Belgium,8.31
7140,The Princes of Florence,Brazil,8.4
7141,The Princes of Florence,Canada,7.95
7142,The Princes of Florence,Chile,7.67
7143,The Princes of Florence,China,8.07
7144,The Princes of Florence,Colombia,8.0
7145,The Princes of Florence,Croatia,8.7
