Game,Country,AverageRating
6 nimmt!,Argentina,7.57
6 nimmt!,Australia,7.17
6 nimmt!,Austria,7.53
6 nimmt!,Belarus,7.5
6 nimmt!,Belgium,7.55
6 nimmt!,Bolivia,7.0
6 nimmt!,Brazil,7.28
6 nimmt!,Brunei,8.0
6 nimmt!,Bulgaria,5.67
6 nimmt!,Canada,7.21
6 nimmt!,Chile,7.99
6 nimmt!,China,7.1
6 nimmt!,Colombia,7.57
6 nimmt!,Croatia,6.0
6 nimmt!,Czech Republic,7.7
6 nimmt!,Denmark,6.19
6 nimmt!,England,7.5
6 nimmt!,Estonia,7.08
6 nimmt!,Finland,7.32
6 nimmt!,France,6.93
6 nimmt!,Germany,7.58
6 nimmt!,Greece,7.07
6 nimmt!,Hungary,7.31
6 nimmt!,Iceland,6.0
6 nimmt!,India,7.0
6 nimmt!,Ireland,8.0
6 nimmt!,Israel,6.8
6 nimmt!,Italy,7.06
6 nimmt!,Japan,6.99
6 nimmt!,Latvia,6.74
6 nimmt!,Lithuania,7.71
6 nimmt!,Luxembourg,7.0
6 nimmt!,Malaysia,8.08
6 nimmt!,Mexico,8.0
6 nimmt!,Netherlands,7.25
6 nimmt!,New Zealand,6.91
6 nimmt!,Norway,6.77
6 nimmt!,Philippines,9.0
6 nimmt!,Poland,7.43
6 nimmt!,Portugal,6.63
6 nimmt!,Romania,7.8
6 nimmt!,Russia,6.5
6 nimmt!,Saudi Arabia,7.0
6 nimmt!,Republic of Serbia,7.7
6 nimmt!,Slovakia,7.0
6 nimmt!,South Africa,7.33
6 nimmt!,South Korea,7.43
6 nimmt!,Spain,7.58
6 nimmt!,Sweden,7.01
6 nimmt!,Switzerland,7.75
6 nimmt!,Taiwan,7.44
6 nimmt!,Thailand,7.5
6 nimmt!,Ukraine,7.67
6 nimmt!,USA,7.14
6 nimmt!,Uruguay,10.0
6 nimmt!,Vietnam,6.0
7 Wonders,Argentina,8.12
7 Wonders,Australia,8.05
7 Wonders,Austria,8.5
7 Wonders,Belarus,8.25
7 Wonders,Belgium,8.33
7 Wonders,Bolivia,9.0
7 Wonders,Brazil,8.71
7 Wonders,Brunei,9.0
7 Wonders,Bulgaria,8.35
7 Wonders,Canada,8.31
7 Wonders,Chile,8.17
7 Wonders,China,8.23
7 Wonders,Colombia,8.09
7 Wonders,Costa Rica,7.5
7 Wonders,Croatia,8.04
7 Wonders,Czech Republic,7.65
7 Wonders,Denmark,7.99
7 Wonders,England,7.74
7 Wonders,Estonia,9.17
7 Wonders,Finland,8.44
7 Wonders,France,8.59
7 Wonders,Germany,8.41
7 Wonders,Greece,8.34
7 Wonders,Guatemala,9.5
7 Wonders,Honduras,8.0
7 Wonders,Hungary,8.46
7 Wonders,Iceland,8.13
7 Wonders,India,8.0
7 Wonders,Indonesia,8.63
7 Wonders,Iran,7.9
7 Wonders,Iraq,9.0
7 Wonders,Ireland,8.3
7 Wonders,Israel,8.03
7 Wonders,Italy,7.9
7 Wonders,Japan,7.43
7 Wonders,Latvia,8.4
7 Wonders,Lebanon,7.0
7 Wonders,Lithuania,8.05
7 Wonders,Luxembourg,8.0
7 Wonders,Macedonia,8.5
7 Wonders,Malaysia,8.33
7 Wonders,Mexico,8.86
7 Wonders,Moldova,8.75
7 Wonders,Netherlands,7.96
7 Wonders,New Zealand,7.79
7 Wonders,Norway,8.62
7 Wonders,Peru,8.63
7 Wonders,Philippines,8.5
7 Wonders,Poland,8.43
7 Wonders,Portugal,8.41
7 Wonders,Qatar,8.0
7 Wonders,Romania,8.61
7 Wonders,Russia,8.88
7 Wonders,Saudi Arabia,7.5
7 Wonders,Republic of Serbia,8.98
7 Wonders,Slovakia,8.98
7 Wonders,Slovenia,8.67
7 Wonders,South Africa,8.7
7 Wonders,South Korea,7.44
7 Wonders,Spain,8.17
7 Wonders,Sri Lanka,9.0
7 Wonders,Sweden,8.1
7 Wonders,Switzerland,8.02
7 Wonders,Taiwan,8.06
7 Wonders,Thailand,8.23
7 Wonders,Turkey,8.5
7 Wonders,Uganda,7.0
7 Wonders,Ukraine,8.17
7 Wonders,USA,8.23
7 Wonders,Uruguay,9.03
7 Wonders,Venezuela,9.0
7 Wonders,Vietnam,8.0
7 Wonders Duel,Argentina,8.65
7 Wonders Duel,Australia,8.22
7 Wonders Duel,Austria,8.27
7 Wonders Duel,Belarus,7.5
7 Wonders Duel,Belgium,8.59
7 Wonders Duel,Bolivia,9.0
7 Wonders Duel,Brazil,8.82
7 Wonders Duel,Bulgaria,9.33
7 Wonders Duel,Canada,8.38
7 Wonders Duel,Chile,8.97
7 Wonders Duel,China,8.36
7 Wonders Duel,Colombia,8.17
7 Wonders Duel,Croatia,8.0
7 Wonders Duel,Czech Republic,9.11
7 Wonders Duel,Denmark,7.67
7 Wonders Duel,Ecuador,8.25
7 Wonders Duel,England,8.55
7 Wonders Duel,Estonia,8.83
7 Wonders Duel,Finland,8.05
7 Wonders Duel,France,8.65
7 Wonders Duel,Germany,8.43
7 Wonders Duel,Greece,8.67
7 Wonders Duel,Guatemala,7.0
7 Wonders Duel,Hungary,8.0
7 Wonders Duel,Iceland,9.0
7 Wonders Duel,India,8.75
7 Wonders Duel,Indonesia,8.75
7 Wonders Duel,Iran,6.5
7 Wonders Duel,Ireland,9.08
7 Wonders Duel,Israel,8.8
7 Wonders Duel,Italy,8.09
7 Wonders Duel,Japan,7.89
7 Wonders Duel,Latvia,8.54
7 Wonders Duel,Lebanon,8.0
7 Wonders Duel,Lithuania,8.64
7 Wonders Duel,Luxembourg,7.0
7 Wonders Duel,Malaysia,8.5
7 Wonders Duel,Mexico,9.08
7 Wonders Duel,Moldova,10.0
7 Wonders Duel,Netherlands,8.3
7 Wonders Duel,New Zealand,8.15
7 Wonders Duel,Norway,8.67
7 Wonders Duel,Paraguay,9.0
7 Wonders Duel,Philippines,8.75
7 Wonders Duel,Poland,8.86
7 Wonders Duel,Portugal,8.56
7 Wonders Duel,Qatar,7.4
7 Wonders Duel,Romania,8.87
7 Wonders Duel,Russia,8.45
7 Wonders Duel,Rwanda,7.0
7 Wonders Duel,Saudi Arabia,8.0
7 Wonders Duel,Republic of Serbia,9.33
7 Wonders Duel,Slovakia,8.43
7 Wonders Duel,Slovenia,9.33
7 Wonders Duel,South Africa,7.95
7 Wonders Duel,South Korea,7.85
7 Wonders Duel,Spain,8.48
7 Wonders Duel,Sweden,7.85
7 Wonders Duel,Switzerland,8.36
7 Wonders Duel,Taiwan,8.43
7 Wonders Duel,Thailand,8.89
7 Wonders Duel,Ukraine,8.59
7 Wonders Duel,USA,8.39
7 Wonders Duel,Uruguay,9.0
7 Wonders Duel,Venezuela,10.0
7 Wonders Duel,Vietnam,9.38
A Game of Thrones: The Board Game (Second Edition),Argentina,8.47
A Game of Thrones: The Board Game (Second Edition),Australia,7.3
A Game of Thrones: The Board Game (Second Edition),Austria,9.0
A Game of Thrones: The Board Game (Second Edition),Belarus,7.25
A Game of Thrones: The Board Game (Second Edition),Belgium,8.1
A Game of Thrones: The Board Game (Second Edition),Bolivia,8.0
A Game of Thrones: The Board Game (Second Edition),Brazil,8.61
A Game of Thrones: The Board Game (Second Edition),Bulgaria,8.0
A Game of Thrones: The Board Game (Second Edition),Canada,7.99
A Game of Thrones: The Board Game (Second Edition),Chile,8.1
A Game of Thrones: The Board Game (Second Edition),China,7.43
A Game of Thrones: The Board Game (Second Edition),Colombia,8.75
A Game of Thrones: The Board Game (Second Edition),Croatia,7.55
A Game of Thrones: The Board Game (Second Edition),Czech Republic,7.22
A Game of Thrones: The Board Game (Second Edition),Denmark,6.25
A Game of Thrones: The Board Game (Second Edition),Ecuador,9.0
A Game of Thrones: The Board Game (Second Edition),England,6.0
A Game of Thrones: The Board Game (Second Edition),Estonia,8.53
A Game of Thrones: The Board Game (Second Edition),Finland,8.06
A Game of Thrones: The Board Game (Second Edition),France,7.67
A Game of Thrones: The Board Game (Second Edition),Germany,8.04
A Game of Thrones: The Board Game (Second Edition),Greece,8.19
A Game of Thrones: The Board Game (Second Edition),Hungary,6.5
A Game of Thrones: The Board Game (Second Edition),Iceland,8.5
A Game of Thrones: The Board Game (Second Edition),India,10.0
A Game of Thrones: The Board Game (Second Edition),Indonesia,8.25
A Game of Thrones: The Board Game (Second Edition),Ireland,7.5
A Game of Thrones: The Board Game (Second Edition),Israel,6.71
A Game of Thrones: The Board Game (Second Edition),Italy,7.65
A Game of Thrones: The Board Game (Second Edition),Japan,4.0
A Game of Thrones: The Board Game (Second Edition),Latvia,7.8
A Game of Thrones: The Board Game (Second Edition),Lebanon,7.0
A Game of Thrones: The Board Game (Second Edition),Lithuania,8.33
A Game of Thrones: The Board Game (Second Edition),Macedonia,8.5
A Game of Thrones: The Board Game (Second Edition),Malaysia,9.28
A Game of Thrones: The Board Game (Second Edition),Mexico,6.56
A Game of Thrones: The Board Game (Second Edition),Moldova,9.0
A Game of Thrones: The Board Game (Second Edition),Netherlands,8.27
A Game of Thrones: The Board Game (Second Edition),New Zealand,7.6
A Game of Thrones: The Board Game (Second Edition),Norway,7.58
A Game of Thrones: The Board Game (Second Edition),Paraguay,8.0
A Game of Thrones: The Board Game (Second Edition),Peru,9.0
A Game of Thrones: The Board Game (Second Edition),Philippines,9.67
A Game of Thrones: The Board Game (Second Edition),Poland,8.21
A Game of Thrones: The Board Game (Second Edition),Portugal,8.59
A Game of Thrones: The Board Game (Second Edition),Qatar,7.6
A Game of Thrones: The Board Game (Second Edition),Romania,7.87
A Game of Thrones: The Board Game (Second Edition),Russia,8.0
A Game of Thrones: The Board Game (Second Edition),Republic of Serbia,8.33
A Game of Thrones: The Board Game (Second Edition),Slovakia,8.0
A Game of Thrones: The Board Game (Second Edition),Slovenia,10.0
A Game of Thrones: The Board Game (Second Edition),South Africa,7.2
A Game of Thrones: The Board Game (Second Edition),South Korea,7.0
A Game of Thrones: The Board Game (Second Edition),Spain,8.23
A Game of Thrones: The Board Game (Second Edition),Sweden,7.9
A Game of Thrones: The Board Game (Second Edition),Switzerland,8.38
A Game of Thrones: The Board Game (Second Edition),Taiwan,7.18
A Game of Thrones: The Board Game (Second Edition),Thailand,8.0
A Game of Thrones: The Board Game (Second Edition),Turkey,8.5
A Game of Thrones: The Board Game (Second Edition),Uganda,8.5
A Game of Thrones: The Board Game (Second Edition),Ukraine,8.93
A Game of Thrones: The Board Game (Second Edition),USA,7.82
A Game of Thrones: The Board Game (Second Edition),Uruguay,9.25
A Game of Thrones: The Board Game (Second Edition),Venezuela,7.0
A Game of Thrones: The Board Game (Second Edition),Vietnam,6.0
Acquire,Australia,7.17
Acquire,Austria,7.8
Acquire,Belgium,7.9
Acquire,Brazil,8.15
Acquire,Bulgaria,8.5
Acquire,Canada,7.69
Acquire,Chile,8.06
Acquire,China,7.91
Acquire,Colombia,9.0
Acquire,Croatia,7.0
Acquire,Czech Republic,5.0
Acquire,Denmark,7.29
Acquire,Ecuador,10.0
Acquire,England,8.0
Acquire,Estonia,10.0
Acquire,Finland,7.68
Acquire,France,6.63
Acquire,Germany,7.48
Acquire,Greece,7.42
Acquire,Guatemala,10.0
Acquire,Hungary,8.1
Acquire,Iceland,8.0
Acquire,India,8.67
Acquire,Indonesia,7.6
Acquire,Ireland,7.38
Acquire,Israel,7.75
Acquire,Italy,7.37
Acquire,Japan,7.83
Acquire,Latvia,7.67
Acquire,Lithuania,7.5
Acquire,Malaysia,7.64
Acquire,Mexico,8.17
Acquire,Moldova,10.0
Acquire,Netherlands,7.81
Acquire,New Zealand,7.18
Acquire,Norway,7.5
Acquire,Panama,8.0
Acquire,Philippines,7.75
Acquire,Poland,7.37
Acquire,Portugal,6.92
Acquire,Romania,8.88
Acquire,Russia,6.5
Acquire,Saudi Arabia,8.0
Acquire,Republic of Serbia,7.5
Acquire,Slovenia,7.67
Acquire,South Africa,7.0
Acquire,South Korea,8.14
Acquire,Spain,7.63
Acquire,Sweden,7.56
Acquire,Switzerland,6.6
Acquire,Taiwan,7.32
Acquire,Thailand,8.19
Acquire,Ukraine,6.0
Acquire,USA,7.83
Acquire,Venezuela,7.67
Agricola,Argentina,8.91
Agricola,Australia,8.17
Agricola,Austria,9.34
Agricola,Belarus,5.0
Agricola,Belgium,8.4
Agricola,Bolivia,9.0
Agricola,Brazil,8.86
Agricola,Bulgaria,8.67
Agricola,Canada,8.4
Agricola,Chile,8.79
Agricola,China,8.4
Agricola,Colombia,8.77
Agricola,Croatia,9.12
Agricola,Cyprus,8.0
Agricola,Czech Republic,8.5
Agricola,Denmark,8.8
Agricola,Ecuador,10.0
Agricola,England,8.61
Agricola,Estonia,8.2
Agricola,Finland,8.91
Agricola,France,8.67
Agricola,Germany,8.74
Agricola,Greece,8.75
Agricola,Guatemala,9.0
Agricola,Honduras,8.5
Agricola,Hungary,8.56
Agricola,Iceland,8.83
Agricola,India,8.33
Agricola,Indonesia,8.4
Agricola,Iran,8.0
Agricola,Ireland,8.64
Agricola,Israel,8.08
Agricola,Italy,8.34
Agricola,Japan,7.97
Agricola,Latvia,9.0
Agricola,Lithuania,8.88
Agricola,Luxembourg,9.0
Agricola,Malaysia,7.9
Agricola,Mexico,9.31
Agricola,Mongolia,10.0
Agricola,Netherlands,8.37
Agricola,New Zealand,7.99
Agricola,Norway,8.91
Agricola,Panama,9.5
Agricola,Peru,7.83
Agricola,Philippines,8.0
Agricola,Poland,8.42
Agricola,Portugal,8.03
Agricola,Qatar,7.2
Agricola,Romania,8.39
Agricola,Russia,8.28
Agricola,Republic of Serbia,8.89
Agricola,Slovakia,6.78
Agricola,Slovenia,9.0
Agricola,South Africa,8.0
Agricola,South Korea,8.24
Agricola,Spain,8.55
Agricola,Sweden,7.86
Agricola,Switzerland,8.53
Agricola,Taiwan,8.94
Agricola,Thailand,8.71
Agricola,Trinidad and Tobago,9.0
Agricola,Ukraine,7.61
Agricola,USA,8.28
Agricola,Uruguay,9.5
Agricola,Venezuela,7.5
Agricola,Vietnam,8.88
Alhambra,Argentina,7.76
Alhambra,Australia,7.4
Alhambra,Austria,7.88
Alhambra,Belgium,7.24
Alhambra,Brazil,7.95
Alhambra,Brunei,7.0
Alhambra,Bulgaria,7.8
Alhambra,Canada,7.65
Alhambra,Chile,7.17
Alhambra,China,7.74
Alhambra,Colombia,7.5
Alhambra,Croatia,7.63
Alhambra,Cyprus,8.0
Alhambra,Czech Republic,6.94
Alhambra,Denmark,7.0
Alhambra,England,7.01
Alhambra,Estonia,6.53
Alhambra,Finland,6.96
Alhambra,France,7.06
Alhambra,Germany,7.23
Alhambra,Greece,7.71
Alhambra,Guatemala,7.0
Alhambra,Hungary,7.44
Alhambra,Iceland,8.25
Alhambra,India,7.0
Alhambra,Indonesia,7.5
Alhambra,Ireland,7.38
Alhambra,Israel,7.13
Alhambra,Italy,7.48
Alhambra,Japan,7.27
Alhambra,Latvia,8.0
Alhambra,Lithuania,7.02
Alhambra,Luxembourg,6.33
Alhambra,Malaysia,7.38
Alhambra,Mexico,8.0
Alhambra,Moldova,8.0
Alhambra,Netherlands,7.72
Alhambra,New Zealand,7.36
Alhambra,Norway,7.2
Alhambra,Philippines,6.25
Alhambra,Poland,7.83
Alhambra,Portugal,7.68
Alhambra,Qatar,4.0
Alhambra,Romania,8.2
Alhambra,Russia,7.0
Alhambra,Saudi Arabia,9.0
Alhambra,Republic of Serbia,8.4
Alhambra,Slovakia,7.73
Alhambra,Slovenia,8.88
Alhambra,South Africa,7.0
Alhambra,South Korea,7.96
Alhambra,Spain,7.32
Alhambra,Sweden,7.26
Alhambra,Switzerland,7.25
Alhambra,Taiwan,7.98
Alhambra,Thailand,8.3
Alhambra,Uganda,6.5
Alhambra,Ukraine,7.0
Alhambra,USA,7.55
Alhambra,Venezuela,10.0
Android: Netrunner,Argentina,7.38
Android: Netrunner,Australia,7.79
Android: Netrunner,Austria,6.25
Android: Netrunner,Belgium,9.33
Android: Netrunner,Bolivia,8.0
Android: Netrunner,Brazil,8.01
Android: Netrunner,Bulgaria,7.67
Android: Netrunner,Canada,8.2
Android: Netrunner,Chile,7.92
Android: Netrunner,China,8.0
Android: Netrunner,Colombia,9.0
Android: Netrunner,Croatia,10.0
Android: Netrunner,Czech Republic,7.4
Android: Netrunner,Denmark,8.16
Android: Netrunner,England,6.25
Android: Netrunner,Finland,8.45
Android: Netrunner,France,8.23
Android: Netrunner,Germany,8.12
Android: Netrunner,Greece,8.39
Android: Netrunner,Guatemala,9.0
Android: Netrunner,Hungary,7.0
Android: Netrunner,Iceland,9.0
Android: Netrunner,Indonesia,9.0
Android: Netrunner,Ireland,7.0
Android: Netrunner,Israel,4.5
Android: Netrunner,Italy,7.95
Android: Netrunner,Japan,7.5
Android: Netrunner,Latvia,8.0
Android: Netrunner,Lithuania,8.84
Android: Netrunner,Luxembourg,8.0
Android: Netrunner,Macedonia,7.0
Android: Netrunner,Malaysia,8.5
Android: Netrunner,Mexico,7.9
Android: Netrunner,Netherlands,7.98
Android: Netrunner,New Zealand,7.62
Android: Netrunner,Norway,7.5
Android: Netrunner,Peru,7.0
Android: Netrunner,Philippines,7.33
Android: Netrunner,Poland,8.23
Android: Netrunner,Portugal,8.41
Android: Netrunner,Qatar,4.0
Android: Netrunner,Romania,9.44
Android: Netrunner,Russia,7.54
Android: Netrunner,Republic of Serbia,7.25
Android: Netrunner,Slovakia,9.5
Android: Netrunner,South Africa,9.0
Android: Netrunner,South Korea,7.51
Android: Netrunner,Spain,7.54
Android: Netrunner,Sweden,8.33
Android: Netrunner,Switzerland,8.0
Android: Netrunner,Taiwan,8.76
Android: Netrunner,Thailand,4.0
Android: Netrunner,Turkey,8.5
Android: Netrunner,Ukraine,8.95
Android: Netrunner,USA,7.92
Android: Netrunner,Venezuela,5.0
Android: Netrunner,Vietnam,9.0
Apples to Apples,Argentina,7.0
Apples to Apples,Australia,6.25
Apples to Apples,Austria,6.5
Apples to Apples,Belgium,6.0
Apples to Apples,Brazil,6.0
Apples to Apples,Canada,6.73
Apples to Apples,Chile,7.15
Apples to Apples,China,6.0
Apples to Apples,Colombia,6.0
Apples to Apples,Denmark,6.5
Apples to Apples,England,7.58
Apples to Apples,Finland,6.68
Apples to Apples,France,6.5
Apples to Apples,Germany,6.25
Apples to Apples,Greece,8.0
Apples to Apples,Guatemala,8.0
Apples to Apples,Hungary,6.5
Apples to Apples,India,6.5
Apples to Apples,Ireland,7.5
Apples to Apples,Israel,5.67
Apples to Apples,Italy,7.75
Apples to Apples,Japan,5.07
Apples to Apples,Malaysia,5.63
Apples to Apples,Mexico,6.5
Apples to Apples,Netherlands,7.5
Apples to Apples,New Zealand,7.07
Apples to Apples,Norway,7.0
Apples to Apples,Philippines,6.0
Apples to Apples,Poland,6.27
Apples to Apples,Russia,5.0
Apples to Apples,South Africa,5.0
Apples to Apples,South Korea,7.0
Apples to Apples,Spain,7.07
Apples to Apples,Sweden,6.83
Apples to Apples,Switzerland,7.5
Apples to Apples,Taiwan,8.0
Apples to Apples,USA,6.47
Apples to Apples,Uruguay,7.0
Apples to Apples,Venezuela,9.0
Arkham Horror,Argentina,6.55
Arkham Horror,Australia,7.13
Arkham Horror,Austria,7.58
Arkham Horror,Belarus,9.0
Arkham Horror,Belgium,7.29
Arkham Horror,Bolivia,9.0
Arkham Horror,Brazil,8.24
Arkham Horror,Bulgaria,9.0
Arkham Horror,Canada,7.53
Arkham Horror,Chile,7.36
Arkham Horror,China,7.57
Arkham Horror,Colombia,8.0
Arkham Horror,Croatia,7.8
Arkham Horror,Czech Republic,6.38
Arkham Horror,Denmark,7.64
Arkham Horror,England,8.33
Arkham Horror,Estonia,8.3
Arkham Horror,Finland,7.41
Arkham Horror,France,7.54
Arkham Horror,Germany,7.7
Arkham Horror,Greece,8.05
Arkham Horror,Hungary,7.32
Arkham Horror,Iceland,8.0
Arkham Horror,Indonesia,7.6
Arkham Horror,Ireland,7.67
Arkham Horror,Israel,7.33
Arkham Horror,Italy,7.32
Arkham Horror,Japan,5.2
Arkham Horror,Lebanon,9.0
Arkham Horror,Lithuania,7.25
Arkham Horror,Luxembourg,8.2
Arkham Horror,Macedonia,8.0
Arkham Horror,Malaysia,6.3
Arkham Horror,Mexico,7.55
Arkham Horror,Moldova,8.0
Arkham Horror,Netherlands,7.85
Arkham Horror,New Zealand,6.76
Arkham Horror,Norway,6.36
Arkham Horror,Peru,7.0
Arkham Horror,Philippines,7.1
Arkham Horror,Poland,7.71
Arkham Horror,Portugal,7.82
Arkham Horror,Romania,8.9
Arkham Horror,Russia,7.19
Arkham Horror,Republic of Serbia,8.0
Arkham Horror,Slovenia,8.0
Arkham Horror,South Korea,6.42
Arkham Horror,Spain,7.72
Arkham Horror,Sweden,6.88
Arkham Horror,Switzerland,8.57
Arkham Horror,Taiwan,7.6
Arkham Horror,Thailand,6.0
Arkham Horror,Turkey,8.0
Arkham Horror,Ukraine,7.58
Arkham Horror,USA,7.4
Arkham Horror,Venezuela,7.0
Arkham Horror,Vietnam,8.5
Axis & Allies,Argentina,7.5
Axis & Allies,Australia,6.6
Axis & Allies,Austria,10.0
Axis & Allies,Belgium,6.63
Axis & Allies,Brazil,6.83
Axis & Allies,Canada,6.85
Axis & Allies,Chile,8.0
Axis & Allies,China,7.27
Axis & Allies,Croatia,7.0
Axis & Allies,Czech Republic,9.0
Axis & Allies,Denmark,6.54
Axis & Allies,Fiji,8.0
Axis & Allies,Finland,6.56
Axis & Allies,France,5.33
Axis & Allies,Germany,6.68
Axis & Allies,Greece,7.0
Axis & Allies,Hungary,8.0
Axis & Allies,Iceland,7.0
Axis & Allies,India,4.0
Axis & Allies,Ireland,9.0
Axis & Allies,Israel,8.33
Axis & Allies,Italy,7.18
Axis & Allies,Latvia,6.0
Axis & Allies,Lithuania,8.0
Axis & Allies,Malaysia,6.53
Axis & Allies,Mexico,6.64
Axis & Allies,Netherlands,7.34
Axis & Allies,New Zealand,7.04
Axis & Allies,Norway,5.7
Axis & Allies,Peru,7.25
Axis & Allies,Portugal,6.75
Axis & Allies,Qatar,7.8
Axis & Allies,Romania,8.0
Axis & Allies,Russia,7.0
Axis & Allies,Slovenia,7.33
Axis & Allies,South Africa,3.0
Axis & Allies,South Korea,7.2
Axis & Allies,Spain,6.96
Axis & Allies,Sweden,6.02
Axis & Allies,Switzerland,8.0
Axis & Allies,Thailand,9.0
Axis & Allies,Turkey,7.0
Axis & Allies,Ukraine,4.0
Axis & Allies,USA,6.81
Axis & Allies,Venezuela,9.0
Azul,Argentina,8.43
Azul,Australia,8.18
Azul,Austria,8.6
Azul,Belarus,6.0
Azul,Belgium,7.88
Azul,Bolivia,10.0
Azul,Brazil,8.91
Azul,Bulgaria,5.0
Azul,Canada,8.29
Azul,Chile,8.44
Azul,China,8.27
Azul,Colombia,9.5
Azul,Croatia,9.33
Azul,Czech Republic,9.25
Azul,Denmark,7.67
Azul,England,7.95
Azul,Estonia,9.0
Azul,Finland,7.78
Azul,France,8.19
Azul,Germany,8.14
Azul,Greece,8.71
Azul,Guatemala,7.5
Azul,Hungary,8.36
Azul,Iceland,7.0
Azul,India,9.0
Azul,Indonesia,9.0
Azul,Iran,9.5
Azul,Ireland,8.8
Azul,Israel,7.13
Azul,Italy,8.1
Azul,Japan,7.91
Azul,Latvia,7.75
Azul,Lithuania,8.88
Azul,Malaysia,9.25
Azul,Mexico,9.15
Azul,Netherlands,7.89
Azul,New Zealand,7.63
Azul,Norway,7.96
Azul,Peru,8.67
Azul,Philippines,9.5
Azul,Poland,8.06
Azul,Portugal,8.52
Azul,Romania,8.81
Azul,Russia,9.2
Azul,Saudi Arabia,9.0
Azul,Republic of Serbia,7.75
Azul,Slovakia,8.0
Azul,Slovenia,9.33
Azul,South Africa,8.0
Azul,South Korea,6.73
Azul,Spain,8.3
Azul,Sri Lanka,8.0
Azul,Sweden,8.09
Azul,Switzerland,7.5
Azul,Taiwan,7.78
Azul,Thailand,7.3
Azul,Ukraine,9.37
Azul,USA,8.19
Azul,Uruguay,8.0
Azul,Venezuela,6.0
Azul,Vietnam,8.91
Backgammon,Argentina,9.17
Backgammon,Australia,6.54
Backgammon,Austria,9.0
Backgammon,Belgium,6.69
Backgammon,Brazil,7.22
Backgammon,Bulgaria,10.0
Backgammon,Canada,7.28
Backgammon,Chile,6.44
Backgammon,China,8.45
Backgammon,Colombia,7.0
Backgammon,Costa Rica,7.0
Backgammon,Czech Republic,6.5
Backgammon,Denmark,6.38
Backgammon,England,6.8
Backgammon,Estonia,7.75
Backgammon,Finland,6.75
Backgammon,France,7.1
Backgammon,Germany,6.82
Backgammon,Greece,7.17
Backgammon,Guatemala,7.0
Backgammon,Hungary,7.13
Backgammon,Iceland,8.5
Backgammon,India,7.0
Backgammon,Ireland,6.0
Backgammon,Israel,6.0
Backgammon,Italy,7.31
Backgammon,Japan,7.21
Backgammon,Latvia,6.67
Backgammon,Lithuania,6.67
Backgammon,Mexico,7.27
Backgammon,Netherlands,6.38
Backgammon,New Zealand,6.62
Backgammon,Norway,6.88
Backgammon,Peru,6.25
Backgammon,Poland,7.33
Backgammon,Portugal,7.37
Backgammon,Romania,6.7
Backgammon,Russia,6.0
Backgammon,Saudi Arabia,9.0
Backgammon,Republic of Serbia,8.0
Backgammon,Slovenia,5.67
Backgammon,South Africa,6.5
Backgammon,South Korea,5.75
Backgammon,Spain,7.61
Backgammon,Sweden,6.44
Backgammon,Switzerland,6.0
Backgammon,Taiwan,7.5
Backgammon,Turkey,6.0
Backgammon,USA,6.7
Backgammon,Venezuela,10.0
Backgammon,Vietnam,6.5
BANG!,Argentina,6.95
BANG!,Australia,6.55
BANG!,Austria,6.75
BANG!,Belarus,5.0
BANG!,Belgium,7.38
BANG!,Bolivia,4.0
BANG!,Brazil,7.51
BANG!,Brunei,7.0
BANG!,Bulgaria,4.0
BANG!,Canada,6.99
BANG!,Chile,8.4
BANG!,China,7.2
BANG!,Colombia,7.75
BANG!,Croatia,3.0
BANG!,Czech Republic,7.56
BANG!,Denmark,7.25
BANG!,England,6.24
BANG!,Estonia,6.25
BANG!,Finland,6.89
BANG!,France,6.4
BANG!,Germany,6.77
BANG!,Greece,7.35
BANG!,Hungary,7.43
BANG!,India,6.0
BANG!,Indonesia,6.85
BANG!,Ireland,7.0
BANG!,Israel,7.75
BANG!,Italy,7.47
BANG!,Japan,5.38
BANG!,Latvia,7.33
BANG!,Lithuania,7.33
BANG!,Luxembourg,6.6
BANG!,Malaysia,6.47
BANG!,Mexico,8.0
BANG!,Netherlands,6.55
BANG!,New Zealand,6.11
BANG!,Norway,7.44
BANG!,Peru,6.0
BANG!,Philippines,6.0
BANG!,Poland,7.05
BANG!,Portugal,6.86
BANG!,Romania,7.03
BANG!,Russia,7.16
BANG!,Republic of Serbia,7.25
BANG!,Slovakia,8.63
BANG!,South Africa,4.5
BANG!,South Korea,7.57
BANG!,Spain,7.2
BANG!,Sweden,6.66
BANG!,Switzerland,7.0
BANG!,Taiwan,7.67
BANG!,Thailand,6.34
BANG!,Turkey,8.5
BANG!,Ukraine,8.12
BANG!,USA,6.9
BANG!,Venezuela,6.0
BANG!,Vietnam,6.0
Battle Line,Argentina,6.92
Battle Line,Australia,7.56
Battle Line,Azerbaijan,10.0
Battle Line,Belgium,7.8
Battle Line,Bolivia,10.0
Battle Line,Brazil,7.91
Battle Line,Brunei,8.0
Battle Line,Canada,7.81
Battle Line,Chile,8.0
Battle Line,China,7.15
Battle Line,Colombia,7.94
Battle Line,Croatia,9.5
Battle Line,Czech Republic,7.5
Battle Line,Denmark,4.98
Battle Line,England,7.0
Battle Line,Estonia,8.5
Battle Line,Finland,8.31
Battle Line,France,9.0
Battle Line,Germany,6.38
Battle Line,Greece,7.83
Battle Line,Guatemala,6.5
Battle Line,Hungary,7.5
Battle Line,Iceland,8.0
Battle Line,India,8.6
