,satisfaction_life,satisfaction_economy,satisfaction_government,satisfaction_democracy,satisfaction_education,satisfaction_health_services,immigration_same_ethnicity,immigration_diff_ethnicity,immigration_world_poor,country,gender,age,degree,weight
14501,8,4,3,5,9,6,Allow some,Allow a few,Allow none,Estonia,Male,38.0,False,0.057908605999999994
14502,9,7,6,4,8,8,Allow some,Allow some,Allow some,Estonia,Male,26.0,True,0.057899756
14503,1,3,3,1,5,4,Allow a few,Allow a few,Allow a few,Estonia,Female,67.0,False,0.057953675999999996
14504,9,6,3,3,9,7,Allow some,Allow some,Allow some,Estonia,Male,49.0,False,0.057899756
14505,8,7,7,8,9,8,Allow some,Allow some,Allow a few,Estonia,Male,17.0,False,0.057830395
14506,8,7,7,7,8,8,Allow some,Allow some,Allow a few,Estonia,Male,17.0,False,0.057899756
14507,9,9,6,9,9,8,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Female,22.0,False,0.05800658400000001
14508,8,3,3,3,8,4,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,34.0,False,0.057908605999999994
14509,5,5,5,5,5,5,Allow none,Allow none,Allow none,Estonia,Female,86.0,False,0.057949941
14510,5,6,4,5,8,7,Allow a few,Allow a few,Allow a few,Estonia,Male,48.0,False,0.057899756
14511,5,5,5,5,10,8,Allow a few,Allow some,Allow some,Estonia,Male,69.0,False,0.057908605999999994
14512,8,2,2,2,3,3,Allow many to come and live here,Allow none,Allow none,Estonia,Male,61.0,False,0.058103290999999994
14513,2,4,1,1,2,2,Allow some,Allow a few,Allow none,Estonia,Male,59.0,False,0.057899756
14514,5,3,1,3,8,1,Allow some,Allow a few,Allow a few,Estonia,Male,57.0,False,0.058014933
14515,8,8,6,9,8,8,Allow some,Allow some,Allow some,Estonia,Female,27.0,False,0.058035252999999995
14516,5,5,5,2,6,4,Allow a few,Allow a few,Allow a few,Estonia,Female,85.0,False,0.057953675999999996
14517,7,5,4,3,7,4,Allow some,Allow some,Allow a few,Estonia,Female,29.0,True,0.057949941
14518,7,7,7,8,7,7,Allow many to come and live here,Allow some,Allow a few,Estonia,Male,45.0,True,0.058103290999999994
14519,10,5,5,5,7,7,Allow some,Allow some,Allow some,Estonia,Male,24.0,True,0.058014933
14520,8,6,6,7,6,6,Allow many to come and live here,Allow some,Allow some,Estonia,Female,58.0,False,0.05800658400000001
14521,8,4,4,8,7,5,Allow a few,Allow a few,Allow none,Estonia,Male,63.0,False,0.058103290999999994
14522,6,4,1,1,8,7,Allow a few,Allow a few,Allow a few,Estonia,Female,69.0,False,0.05800658400000001
14523,4,0,4,5,6,5,Allow some,Allow some,Allow some,Estonia,Male,15.0,False,0.057908605999999994
14524,5,7,3,9,6,6,Allow some,Allow some,Allow a few,Estonia,Female,60.0,False,0.057953675999999996
14525,3,3,5,3,4,3,Allow some,Allow some,Allow some,Estonia,Female,60.0,False,0.057953675999999996
14526,4,0,7,0,5,0,Allow some,Allow some,Allow a few,Estonia,Female,57.0,True,0.05800658400000001
14527,8,6,4,5,7,5,Allow a few,Allow a few,Allow a few,Estonia,Male,37.0,False,0.057908605999999994
14528,8,7,6,7,8,7,Allow some,Allow some,Allow some,Estonia,Male,25.0,False,0.057899756
14529,8,5,2,5,5,7,Allow many to come and live here,Allow none,Allow none,Estonia,Male,50.0,True,0.058014933
14530,8,5,7,8,7,5,Allow many to come and live here,Allow some,Allow some,Estonia,Male,15.0,False,0.057899756
14531,9,7,6,8,8,7,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Male,22.0,False,0.057830395
14532,8,7,3,6,6,2,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Male,55.0,False,0.057908605999999994
14533,8,7,5,8,8,7,Allow some,Allow some,Allow some,Estonia,Female,31.0,True,0.057953675999999996
14534,8,8,8,8,6,8,Allow some,Allow some,Allow many to come and live here,Estonia,Male,18.0,False,0.058014933
14535,1,2,2,3,6,4,Allow many to come and live here,Allow some,Allow some,Estonia,Male,23.0,False,0.057830395
14536,8,5,5,7,8,4,Allow some,Allow some,Allow some,Estonia,Female,44.0,True,0.05800658400000001
14537,10,9,9,9,9,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Female,15.0,False,0.057949941
14538,7,7,4,3,4,3,Allow some,Allow some,Allow some,Estonia,Female,43.0,False,0.05800658400000001
14539,5,5,4,6,8,6,Allow a few,Allow a few,Allow a few,Estonia,Male,50.0,False,0.057899756
14540,2,1,1,3,5,5,Allow some,Allow some,Allow a few,Estonia,Male,31.0,False,0.058014933
14541,2,2,4,7,8,5,Allow some,Allow a few,Allow some,Estonia,Female,69.0,False,0.057949941
14542,8,8,10,8,8,8,Allow many to come and live here,,Allow a few,Estonia,Female,56.0,True,0.05800658400000001
14543,5,8,0,5,8,4,Allow some,Allow a few,Allow none,Estonia,Male,54.0,False,0.057830395
14544,5,4,4,6,6,3,Allow some,Allow a few,Allow a few,Estonia,Female,42.0,False,0.05800658400000001
14545,6,4,4,6,5,4,Allow many to come and live here,Allow some,Allow some,Estonia,Female,20.0,False,0.05800658400000001
14546,8,5,4,4,7,3,Allow some,Allow some,Allow some,Estonia,Female,53.0,True,0.05800658400000001
14547,9,8,5,8,8,7,Allow some,Allow a few,Allow none,Estonia,Female,22.0,False,0.057953675999999996
14548,7,7,7,7,8,7,Allow some,Allow some,Allow a few,Estonia,Male,66.0,False,0.057908605999999994
14549,7,6,4,3,7,5,Allow some,Allow some,Allow a few,Estonia,Female,36.0,True,0.05800658400000001
14550,7,7,8,8,9,5,Allow some,Allow a few,Allow a few,Estonia,Female,85.0,False,0.057953675999999996
14551,8,5,5,6,8,8,Allow some,Allow a few,Allow none,Estonia,Male,66.0,False,0.058014933
14552,8,6,7,6,9,7,Allow a few,Allow a few,Allow a few,Estonia,Female,68.0,False,0.057953675999999996
14553,7,2,0,7,8,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,29.0,True,0.058014933
14554,9,8,6,9,9,7,Allow some,Allow some,Allow some,Estonia,Female,40.0,True,0.057953675999999996
14555,4,5,2,5,8,8,Allow a few,Allow a few,Allow none,Estonia,Female,72.0,True,0.057949941
14556,8,7,6,8,8,5,Allow some,Allow some,Allow some,Estonia,Male,40.0,True,0.058014933
14557,5,5,2,2,5,4,Allow many to come and live here,Allow some,Allow a few,Estonia,Male,42.0,False,0.058014933
14558,8,5,5,10,8,0,Allow a few,Allow a few,Allow none,Estonia,Female,56.0,False,0.057953675999999996
14559,6,4,4,2,3,5,Allow many to come and live here,Allow a few,Allow a few,Estonia,Female,58.0,False,0.057953675999999996
14560,6,6,4,4,3,7,Allow a few,Allow none,Allow none,Estonia,Male,48.0,False,0.058014933
14561,8,5,2,5,8,9,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Male,26.0,False,0.057899756
14562,5,5,3,5,9,5,Allow some,Allow some,Allow a few,Estonia,Male,31.0,False,0.057899756
14563,9,3,5,9,10,6,Allow many to come and live here,Allow some,Allow some,Estonia,Female,17.0,False,0.057949941
14564,9,7,3,5,7,5,Allow some,Allow a few,Allow a few,Estonia,Female,32.0,False,0.057949941
14565,10,10,10,10,8,10,Allow a few,Allow a few,Allow none,Estonia,Female,58.0,False,0.057953675999999996
14566,7,5,8,6,8,7,Allow some,Allow a few,Allow a few,Estonia,Male,82.0,False,0.057899756
14567,6,6,4,6,7,7,Allow some,Allow some,Allow some,Estonia,Male,35.0,False,0.058014933
14568,3,3,3,3,5,3,Allow many to come and live here,Allow a few,Allow none,Estonia,Female,90.0,False,0.057953675999999996
14569,8,5,2,5,8,6,Allow a few,Allow a few,Allow a few,Estonia,Male,71.0,False,0.057908605999999994
14570,8,7,6,6,7,5,Allow some,Allow none,Allow none,Estonia,Female,68.0,False,0.058035252999999995
14571,10,3,4,4,8,8,Allow many to come and live here,Allow some,Allow some,Estonia,Female,52.0,False,0.058035252999999995
14572,7,6,6,7,8,7,Allow some,Allow some,Allow some,Estonia,Male,37.0,False,0.057899756
14573,9,10,8,8,10,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,19.0,False,0.058014933
14574,10,2,2,0,8,3,Allow some,Allow none,Allow none,Estonia,Male,34.0,True,0.058103290999999994
14575,6,5,3,4,7,2,Allow some,Allow a few,Allow a few,Estonia,Male,33.0,False,0.057899756
14576,5,3,4,3,1,0,Allow many to come and live here,Allow many to come and live here,Allow a few,Estonia,Female,70.0,False,0.057953675999999996
14577,7,5,1,1,10,9,Allow a few,Allow a few,Allow a few,Estonia,Female,83.0,False,0.05800658400000001
14578,8,5,3,5,9,3,Allow some,Allow none,Allow none,Estonia,Male,39.0,False,0.058014933
14579,5,3,5,7,8,3,Allow a few,Allow some,Allow a few,Estonia,Female,74.0,False,0.05800658400000001
14580,7,7,5,7,5,5,Allow some,Allow some,Allow some,Estonia,Male,56.0,True,0.058014933
14581,7,6,4,3,2,7,Allow some,Allow some,Allow a few,Estonia,Male,16.0,False,0.058103290999999994
14582,2,2,5,3,5,1,Allow many to come and live here,Allow none,Allow some,Estonia,Female,69.0,True,0.05800658400000001
14583,7,4,5,5,9,2,Allow some,Allow none,Allow none,Estonia,Male,57.0,False,0.057908605999999994
14584,8,2,5,5,4,8,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Male,15.0,False,0.057830395
14585,7,5,3,5,8,6,Allow some,Allow some,Allow some,Estonia,Male,57.0,False,0.058014933
14586,8,5,2,8,10,5,Allow some,Allow a few,Allow none,Estonia,Female,56.0,False,0.05800658400000001
14587,5,8,6,4,4,6,Allow some,Allow some,Allow none,Estonia,Female,60.0,True,0.05800658400000001
14588,10,0,0,0,8,5,Allow a few,Allow a few,Allow a few,Estonia,Male,37.0,False,0.057830395
14589,3,7,5,9,10,4,Allow some,Allow many to come and live here,Allow a few,Estonia,Female,35.0,False,0.058124267
14590,2,5,5,1,8,6,Allow a few,Allow a few,Allow a few,Estonia,Male,34.0,False,0.057908605999999994
14591,5,6,2,0,5,3,Allow a few,Allow a few,Allow none,Estonia,Female,73.0,False,0.05800658400000001
14592,9,6,6,5,5,7,Allow some,Allow some,Allow some,Estonia,Female,40.0,True,0.05800658400000001
14593,8,7,7,8,8,8,Allow some,Allow none,Allow a few,Estonia,Female,80.0,False,0.058035252999999995
14594,5,6,6,4,9,7,Allow some,Allow a few,Allow some,Estonia,Male,34.0,False,0.057899756
14595,7,6,6,6,8,6,Allow some,Allow some,Allow some,Estonia,Female,24.0,True,0.05800658400000001
14596,7,8,7,6,7,7,Allow some,Allow some,Allow a few,Estonia,Male,64.0,True,0.058014933
14597,6,6,6,7,9,4,Allow some,Allow none,Allow a few,Estonia,Male,64.0,False,0.057899756
14598,9,7,6,7,9,1,Allow some,Allow a few,Allow a few,Estonia,Male,72.0,True,0.058014933
14599,9,8,5,7,4,5,Allow some,Allow some,Allow some,Estonia,Male,29.0,True,0.058014933
14600,8,5,5,4,5,4,Allow some,Allow some,Allow some,Estonia,Male,29.0,True,0.058014933
14601,8,6,5,8,8,5,Allow some,Allow a few,Allow a few,Estonia,Male,43.0,False,0.058103290999999994
14602,8,8,7,10,5,4,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Female,21.0,False,0.05800658400000001
14603,5,8,0,6,9,3,Allow none,Allow none,Allow none,Estonia,Female,23.0,False,0.057953675999999996
14604,7,5,8,6,7,5,Allow a few,Allow a few,Allow none,Estonia,Male,82.0,False,0.057830395
14605,8,7,5,5,8,4,Allow many to come and live here,Allow some,Allow some,Estonia,Female,21.0,False,0.057953675999999996
14606,10,4,10,5,4,5,Allow some,Allow none,Allow none,Estonia,Female,59.0,False,0.058124267
14607,8,2,0,5,10,2,Allow some,Allow a few,Allow a few,Estonia,Female,73.0,False,0.057953675999999996
14608,3,6,7,7,4,6,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Female,19.0,False,0.058124267
14609,7,7,7,7,5,8,Allow many to come and live here,Allow some,Allow a few,Estonia,Male,79.0,False,0.058014933
14610,8,5,5,3,2,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,45.0,True,0.058014933
14611,7,5,3,5,6,2,Allow none,Allow a few,Allow none,Estonia,Female,63.0,False,0.05800658400000001
14612,8,8,3,7,9,7,Allow many to come and live here,Allow some,Allow a few,Estonia,Male,62.0,False,0.058014933
14613,9,3,5,5,7,4,Allow some,Allow some,Allow some,Estonia,Female,37.0,True,0.057953675999999996
14614,6,7,6,9,7,7,Allow some,Allow some,Allow a few,Estonia,Male,21.0,False,0.058014933
14615,7,6,6,6,7,3,Allow many to come and live here,Allow a few,Allow none,Estonia,Female,63.0,False,0.058035252999999995
14616,9,8,5,5,5,8,Allow some,Allow none,Allow a few,Estonia,Female,81.0,False,0.057953675999999996
14617,6,4,4,3,3,5,Allow some,Allow some,Allow a few,Estonia,Female,30.0,False,0.05800658400000001
14618,8,4,2,3,9,5,Allow some,Allow some,Allow some,Estonia,Female,34.0,False,0.057949941
14619,4,5,5,4,6,6,Allow a few,Allow none,Allow none,Estonia,Female,65.0,False,0.058124267
14620,9,8,4,4,6,8,Allow a few,Allow a few,Allow none,Estonia,Male,47.0,False,0.057899756
14621,5,3,4,5,5,4,Allow some,Allow some,Allow some,Estonia,Female,49.0,True,0.057953675999999996
14622,5,2,2,3,5,5,Allow none,Allow none,Allow none,Estonia,Female,56.0,False,0.05800658400000001
14623,5,7,6,8,8,5,Allow some,Allow a few,Allow a few,Estonia,Male,67.0,False,0.058014933
14624,8,5,3,1,7,6,Allow many to come and live here,Allow some,Allow a few,Estonia,Female,28.0,False,0.057949941
14625,7,5,7,6,5,3,Allow none,Allow none,Allow none,Estonia,Female,51.0,True,0.058124267
14626,8,6,4,9,8,4,Allow a few,Allow a few,Allow a few,Estonia,Female,65.0,True,0.05800658400000001
14627,10,1,1,4,4,5,Allow many to come and live here,Allow some,Allow some,Estonia,Male,19.0,False,0.058103290999999994
14628,6,3,4,2,8,4,Allow a few,Allow a few,Allow a few,Estonia,Female,63.0,False,0.057949941
14629,9,4,3,6,9,8,Allow some,Allow some,Allow some,Estonia,Male,45.0,True,0.058014933
14630,6,6,8,8,8,6,Allow many to come and live here,Allow some,Allow none,Estonia,Female,63.0,True,0.057953675999999996
14631,8,5,2,5,6,5,Allow some,Allow none,Allow none,Estonia,Female,43.0,False,0.057953675999999996
14632,8,7,7,8,8,4,Allow some,Allow some,Allow some,Estonia,Female,31.0,True,0.058035252999999995
14633,10,3,4,5,9,10,Allow a few,Allow none,Allow none,Estonia,Female,34.0,False,0.057949941
14634,4,4,4,4,7,5,Allow some,Allow some,Allow none,Estonia,Male,58.0,False,0.057908605999999994
14635,9,5,5,6,7,7,Allow some,Allow many to come and live here,Allow some,Estonia,Female,16.0,False,0.05800658400000001
14636,7,7,3,6,6,4,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,33.0,True,0.058014933
14637,7,2,3,6,9,8,Allow some,Allow some,Allow some,Estonia,Female,35.0,False,0.058124267
14638,7,0,5,5,8,7,Allow some,Allow some,Allow some,Estonia,Male,28.0,True,0.057899756
14639,5,4,4,7,3,5,Allow many to come and live here,Allow a few,Allow some,Estonia,Male,67.0,False,0.058103290999999994
14640,6,8,8,8,6,7,Allow many to come and live here,Allow some,Allow some,Estonia,Male,36.0,True,0.057908605999999994
14641,3,3,3,0,4,3,Allow a few,Allow a few,Allow a few,Estonia,Male,67.0,False,0.058014933
14642,6,3,0,0,4,5,Allow some,Allow a few,Allow none,Estonia,Female,53.0,False,0.057949941
14643,9,5,5,7,8,6,Allow some,Allow some,Allow some,Estonia,Male,33.0,True,0.057908605999999994
14644,8,7,5,6,6,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,35.0,True,0.057908605999999994
14645,10,7,6,6,7,2,Allow some,Allow some,Allow none,Estonia,Male,15.0,False,0.058014933
14646,3,2,3,2,4,2,Allow some,Allow some,Allow some,Estonia,Male,71.0,False,0.058014933
14647,8,4,4,3,8,6,Allow some,Allow some,Allow a few,Estonia,Female,27.0,False,0.05800658400000001
14648,7,4,7,4,4,5,Allow a few,Allow a few,Allow a few,Estonia,Female,72.0,False,0.057953675999999996
14649,5,4,5,5,5,4,Allow a few,Allow none,Allow none,Estonia,Female,21.0,False,0.057949941
14650,8,8,6,6,9,2,Allow some,Allow a few,Allow a few,Estonia,Male,77.0,False,0.057899756
14651,9,8,8,8,8,8,Allow a few,Allow a few,Allow a few,Estonia,Female,67.0,True,0.057953675999999996
14652,8,7,5,7,6,3,Allow a few,Allow none,Allow none,Estonia,Male,70.0,True,0.058103290999999994
14653,7,3,1,1,7,6,Allow a few,Allow a few,Allow a few,Estonia,Female,24.0,False,0.058035252999999995
14654,5,4,2,2,8,7,Allow some,Allow a few,Allow a few,Estonia,Female,26.0,False,0.05800658400000001
14655,5,4,5,5,9,5,Allow some,Allow a few,Allow a few,Estonia,Female,54.0,True,0.05800658400000001
14656,4,3,5,3,5,6,Allow some,Allow some,Allow a few,Estonia,Female,79.0,False,0.057949941
14657,7,4,2,5,8,5,Allow a few,Allow a few,Allow a few,Estonia,Male,30.0,False,0.057899756
14658,10,5,5,5,5,5,Allow some,Allow some,Allow none,Estonia,Female,41.0,False,0.057953675999999996
14659,7,7,6,3,8,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,37.0,False,0.058014933
14660,4,2,1,2,6,3,Allow none,Allow none,Allow a few,Estonia,Male,72.0,True,0.057899756
14661,8,7,7,6,6,4,Allow many to come and live here,Allow a few,Allow a few,Estonia,Male,26.0,True,0.058103290999999994
14662,7,6,3,7,9,6,Allow some,Allow some,Allow some,Estonia,Male,54.0,False,0.058014933
14663,10,8,9,8,10,8,Allow many to come and live here,Allow some,Allow a few,Estonia,Female,74.0,True,0.057953675999999996
14664,7,3,3,3,8,8,Allow a few,Allow a few,Allow a few,Estonia,Female,56.0,False,0.05800658400000001
14665,10,8,0,0,8,4,Allow some,Allow none,Allow a few,Estonia,Female,64.0,False,0.05800658400000001
14666,9,7,6,7,9,6,Allow many to come and live here,Allow some,Allow some,Estonia,Male,18.0,False,0.058014933
14667,5,3,4,4,5,6,Allow a few,Allow a few,Allow a few,Estonia,Female,40.0,False,0.058124267
14668,7,4,5,8,5,3,Allow some,Allow a few,Allow a few,Estonia,Male,71.0,True,0.058103290999999994
14669,6,7,8,10,3,2,Allow some,Allow a few,Allow a few,Estonia,Male,77.0,False,0.058014933
14670,9,8,7,7,2,7,Allow a few,Allow a few,Allow some,Estonia,Male,19.0,False,0.058103290999999994
14671,7,6,8,8,8,6,Allow some,Allow some,Allow a few,Estonia,Male,30.0,False,0.057899756
14672,8,5,8,7,4,4,Allow none,Allow a few,Allow a few,Estonia,Male,67.0,False,0.057899756
14673,7,5,7,6,7,6,Allow a few,Allow some,Allow a few,Estonia,Female,72.0,False,0.05800658400000001
14674,8,4,3,5,7,6,Allow some,Allow a few,Allow a few,Estonia,Female,22.0,False,0.057949941
14675,6,4,3,6,6,4,Allow some,Allow a few,Allow a few,Estonia,Male,70.0,False,0.057899756
14676,3,0,1,1,5,0,Allow some,Allow some,Allow some,Estonia,Male,31.0,False,0.058014933
14677,9,8,7,5,8,7,Allow a few,Allow a few,Allow a few,Estonia,Female,67.0,False,0.05800658400000001
14678,8,6,4,6,7,5,Allow many to come and live here,Allow some,Allow none,Estonia,Female,60.0,True,0.057949941
14679,10,9,9,10,8,10,Allow some,Allow a few,Allow a few,Estonia,Female,24.0,True,0.057953675999999996
14680,5,6,5,8,8,5,Allow some,Allow a few,Allow a few,Estonia,Male,69.0,False,0.057908605999999994
14681,7,6,5,6,8,6,Allow some,Allow a few,Allow some,Estonia,Male,69.0,True,0.057899756
14682,8,8,7,8,8,7,Allow some,Allow some,Allow a few,Estonia,Female,28.0,True,0.05800658400000001
14683,5,5,6,7,8,3,Allow some,Allow some,Allow some,Estonia,Female,72.0,False,0.057953675999999996
14684,7,5,5,5,5,7,Allow some,Allow some,Allow a few,Estonia,Female,65.0,False,0.057953675999999996
14685,10,7,5,8,8,5,Allow some,Allow some,Allow some,Estonia,Female,39.0,True,0.057949941
14686,4,3,5,3,5,6,Allow a few,Allow none,Allow none,Estonia,Female,19.0,False,0.058124267
14687,9,5,3,5,6,5,Allow many to come and live here,Allow a few,Allow some,Estonia,Female,43.0,True,0.057953675999999996
14688,6,8,9,9,9,7,Allow some,Allow a few,Allow a few,Estonia,Male,79.0,False,0.057908605999999994
14689,5,4,1,4,9,5,Allow many to come and live here,Allow some,Allow a few,Estonia,Female,41.0,True,0.05800658400000001
14690,5,5,4,7,1,6,Allow a few,Allow a few,Allow a few,Estonia,Male,35.0,False,0.057830395
14691,9,6,4,6,7,5,Allow many to come and live here,Allow some,Allow some,Estonia,Female,31.0,True,0.05800658400000001
14692,5,3,2,5,4,4,Allow a few,Allow none,Allow none,Estonia,Female,71.0,False,0.058124267
14693,5,5,5,5,5,3,Allow many to come and live here,Allow some,Allow none,Estonia,Female,70.0,False,0.058035252999999995
14694,3,3,3,4,6,6,Allow some,Allow some,Allow some,Estonia,Female,20.0,False,0.057953675999999996
14695,5,5,4,3,9,6,Allow many to come and live here,Allow a few,Allow a few,Estonia,Male,28.0,False,0.058014933
14696,8,6,7,10,6,6,Allow many to come and live here,Allow some,Allow some,Estonia,Male,43.0,False,0.058014933
14697,8,6,5,5,5,8,Allow some,Allow some,Allow a few,Estonia,Male,67.0,False,0.057899756
14698,10,0,7,1,6,4,Allow a few,Allow a few,Allow none,Estonia,Female,39.0,False,0.057949941
14699,9,7,7,6,7,4,Allow some,Allow some,Allow some,Estonia,Male,62.0,True,0.057899756
14700,8,3,0,5,6,0,Allow many to come and live here,Allow some,Allow some,Estonia,Female,69.0,True,0.057953675999999996
14701,8,7,7,8,9,7,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Female,37.0,True,0.057953675999999996
14702,8,8,6,8,5,8,Allow a few,Allow a few,Allow a few,Estonia,Female,60.0,True,0.05800658400000001
14703,6,4,1,2,3,4,Allow some,Allow a few,Allow some,Estonia,Female,44.0,False,0.05800658400000001
14704,7,7,7,7,7,7,Allow some,Allow a few,Allow a few,Estonia,Female,52.0,False,0.05800658400000001
14705,10,7,5,5,5,2,Allow some,Allow a few,Allow none,Estonia,Female,56.0,False,0.057949941
14706,5,3,0,5,1,0,Allow a few,Allow none,Allow none,Estonia,Male,50.0,False,0.058103290999999994
14707,5,0,0,2,0,2,Allow many to come and live here,Allow a few,Allow none,Estonia,Male,38.0,False,0.057830395
14708,7,7,6,3,8,3,Allow a few,Allow a few,Allow a few,Estonia,Female,38.0,False,0.057953675999999996
14709,0,5,5,5,6,3,Allow a few,Allow a few,Allow none,Estonia,Male,81.0,False,0.057899756
14710,5,6,6,6,7,5,Allow many to come and live here,Allow none,Allow none,Estonia,Male,59.0,False,0.058014933
14711,9,7,1,3,8,7,Allow a few,Allow none,Allow none,Estonia,Female,16.0,False,0.057949941
14712,8,6,6,6,8,3,Allow a few,Allow a few,Allow a few,Estonia,Female,56.0,False,0.057949941
14713,5,5,10,5,9,10,Allow some,Allow a few,Allow a few,Estonia,Male,84.0,False,0.057830395
14714,2,4,2,3,4,2,Allow some,Allow some,Allow some,Estonia,Female,47.0,True,0.057949941
14715,7,7,5,7,9,6,Allow some,Allow some,Allow a few,Estonia,Female,56.0,True,0.05800658400000001
14716,6,6,6,7,10,8,Allow some,Allow some,Allow a few,Estonia,Female,53.0,False,0.05800658400000001
14717,8,6,5,5,7,6,Allow some,Allow a few,Allow a few,Estonia,Female,41.0,False,0.05800658400000001
14718,8,7,8,6,9,7,Allow some,Allow some,Allow some,Estonia,Female,64.0,True,0.05800658400000001
14719,10,8,6,7,8,4,Allow some,Allow a few,Allow none,Estonia,Female,37.0,True,0.057953675999999996
14720,8,9,3,6,8,6,Allow a few,Allow a few,Allow a few,Estonia,Male,44.0,False,0.057830395
14721,0,7,9,5,9,6,Allow a few,Allow none,Allow none,Estonia,Male,37.0,False,0.058103290999999994
14722,10,8,7,7,9,9,Allow many to come and live here,Allow some,Allow none,Estonia,Female,17.0,False,0.05800658400000001
14723,7,6,0,0,6,6,Allow many to come and live here,Allow a few,Allow none,Estonia,Male,26.0,False,0.057899756
14724,4,4,2,6,7,3,Allow many to come and live here,Allow none,Allow none,Estonia,Male,62.0,True,0.057830395
14725,7,3,3,3,7,8,Allow a few,Allow a few,Allow a few,Estonia,Female,52.0,False,0.057953675999999996
14726,8,7,6,5,7,5,Allow a few,Allow a few,Allow a few,Estonia,Female,17.0,False,0.057949941
14727,5,5,4,5,7,5,Allow some,Allow some,Allow some,Estonia,Male,28.0,False,0.057899756
14728,4,2,4,2,5,3,Allow some,Allow a few,Allow a few,Estonia,Female,38.0,False,0.058124267
14729,8,6,6,6,7,8,Allow many to come and live here,Allow a few,Allow a few,Estonia,Female,29.0,False,0.05800658400000001
14730,5,5,5,5,2,5,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Female,47.0,True,0.057953675999999996
14731,9,8,7,8,8,8,Allow many to come and live here,Allow some,Allow a few,Estonia,Female,17.0,False,0.058035252999999995
14732,8,8,5,8,6,4,Allow some,Allow some,Allow some,Estonia,Male,49.0,False,0.058014933
14733,5,0,0,0,10,10,Allow none,Allow none,Allow none,Estonia,Male,37.0,False,0.058103290999999994
14734,5,3,3,2,3,5,Allow some,Allow some,Allow some,Estonia,Male,79.0,False,0.058014933
14735,9,9,6,9,10,8,Allow some,Allow some,Allow some,Estonia,Male,44.0,True,0.058014933
14736,3,4,5,5,7,5,Allow some,Allow a few,Allow a few,Estonia,Female,64.0,False,0.058035252999999995
14737,9,8,4,8,7,3,Allow a few,Allow a few,Allow none,Estonia,Male,64.0,False,0.057899756
14738,8,7,7,7,8,8,Allow some,Allow a few,Allow none,Estonia,Female,28.0,False,0.058035252999999995
14739,10,7,7,3,9,9,Allow many to come and live here,Allow some,Allow some,Estonia,Male,49.0,False,0.057899756
14740,7,6,5,6,9,5,Allow some,Allow some,Allow many to come and live here,Estonia,Male,18.0,False,0.058014933
14741,10,10,10,8,10,0,Allow many to come and live here,Allow many to come and live here,Allow some,Estonia,Female,33.0,False,0.057953675999999996
14742,7,7,8,8,9,9,Allow many to come and live here,Allow a few,Allow a few,Estonia,Female,64.0,True,0.057953675999999996
14743,6,5,6,5,6,4,Allow some,Allow a few,Allow a few,Estonia,Female,60.0,True,0.058124267
14744,7,5,2,0,5,2,Allow many to come and live here,Allow a few,Allow none,Estonia,Female,85.0,False,0.058035252999999995
14745,7,5,4,4,5,5,Allow many to come and live here,Allow some,Allow a few,Estonia,Male,31.0,False,0.058014933
14746,8,8,7,9,8,9,Allow some,Allow some,Allow some,Estonia,Male,60.0,True,0.057899756
14747,9,6,8,8,9,2,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Estonia,Male,29.0,True,0.057899756
14748,9,7,6,9,8,3,Allow some,Allow some,Allow a few,Estonia,Male,80.0,False,0.057908605999999994
14749,8,5,0,3,6,0,Allow a few,Allow none,Allow none,Estonia,Male,65.0,False,0.058014933
14750,9,7,4,7,7,3,Allow some,Allow some,Allow some,Estonia,Female,50.0,True,0.057953675999999996
14751,4,0,3,3,10,3,Allow many to come and live here,Allow a few,Allow none,Estonia,Male,82.0,False,0.057908605999999994
14752,7,8,9,8,2,8,Allow some,Allow some,Allow some,Estonia,Male,52.0,False,0.057899756
14753,1,3,5,6,7,10,Allow none,Allow some,Allow some,Estonia,Female,56.0,False,0.058035252999999995
14754,7,6,6,5,6,5,Allow many to come and live here,Allow some,Allow many to come and live here,Estonia,Female,19.0,False,0.058035252999999995
